id_utilisateur,id_chapitre,DureeTotal,scrollMinute,clicksMinute,chapitreProgression,note
1000252.0,1000019.0,94.89278333333333,413.0,110.0,44.166605180846005,11
1001545.0,1000005.0,144.37321666666668,663.0000000000001,212.00000000000003,51.38888898414718,13
1001329.0,1000026.0,591.6958333333333,6675.0,1860.9999999999998,49.2054187169326,9
1001587.0,1000013.0,363.5772333333333,2302.9999999999995,639.9999999999999,62.27902458123835,12
1000999.0,1000011.0,297.7615833333333,3351.0,873.9999999999999,63.38868206767729,10
1000952.0,1000015.0,166.91971666666666,833.9999999999999,219.00000000000003,49.88512189498289,10
1001154.0,1000007.0,56.97241666666667,249.99999999999997,89.0,33.333333333333336,7
1001199.0,1000028.0,186.48725,2034.0,562.0000000000001,54.240506490104245,16
1001282.0,1000019.0,78.53546666666666,385.0,127.0,31.975506055925926,12
1001881.0,1000016.0,218.55495,2210.0,695.0,69.3292240093308,17
1001861.0,1000030.0,40.787216666666666,387.0,113.99999999999999,11.055080825532084,11
1000919.0,1000025.0,226.65875,1529.0,381.0,49.91425432098765,10
1000154.0,1000010.0,42.3156,150.0,57.00000000000001,20.68421992023055,10
1001290.0,1000011.0,213.45266666666666,1657.9999999999998,519.0,43.05775739218116,11
1001881.0,1000004.0,873.03255,10885.0,3183.0,75.29968417652941,17
1001721.0,1000028.0,403.4077,4588.000000000001,1384.0,40.61609486292175,12
1001557.0,1000009.0,43.535866666666664,421.99999999999994,138.99999999999997,50.0,10
1000378.0,1000022.0,359.8421666666667,2593.0000000000005,874.0,78.91769057510521,15
1001918.0,1000005.0,119.36705,669.0,193.00000000000003,100.0,9
1001870.0,1000025.0,294.5624666666667,3211.0,990.0000000000002,28.50797217154836,12
1001700.0,1000000.0,141.52181666666667,1292.0,387.00000000000006,39.59259228314204,15
1001189.0,1000012.0,464.7744666666667,3524.0,991.0000000000006,64.62060211816056,9
1001837.0,1000001.0,335.21295,2659.9999999999995,785.0,49.40542087225506,10
1001880.0,1000027.0,690.7554666666666,5515.0,1520.0,36.381712985192266,11
1001520.0,1000024.0,286.40515,1927.9999999999998,495.00000000000006,31.41419764734524,8
1000442.0,1000007.0,118.06305,1482.0,361.0,54.18764887624426,12
1000896.0,1000004.0,60.7388,405.0,105.99999999999999,48.57514005509642,13
1000064.0,1000028.0,273.35788333333335,2298.0,675.0,29.27623897226597,14
1001088.0,1000012.0,214.98691666666667,1941.0000000000002,592.0,52.09017105226472,8
1000768.0,1000019.0,221.83888333333334,1588.0000000000002,447.0,69.84735962612653,12
1000239.0,1000019.0,131.0459,537.0,177.0,63.310966194389415,13
1001336.0,1000008.0,175.80811666666668,850.0,259.0,55.94774026760922,10
1001816.0,1000019.0,475.44675,3574.9999999999995,987.0,91.44243543508908,10
1000110.0,1000018.0,78.0,741.0,231.0,25.0,15
1000744.0,1000012.0,579.0,4512.0,1256.0,93.01473851095994,16
1001405.0,1000012.0,777.2146333333334,6296.0,1789.0,56.16496893270763,13
1001250.0,1000016.0,365.55598333333336,3416.0,989.0000000000001,61.77919076048352,9
1001303.0,1000003.0,66.0,384.0,117.0,100.0,12
1001550.0,1000005.0,409.89928333333336,3859.0000000000005,1115.0,69.35827741255531,16
1000693.0,1000007.0,108.4562,532.0,182.99999999999997,61.69777757270924,13
1001596.0,1000002.0,1616.9739166666666,13638.999999999998,3951.9999999999995,75.04790706522776,15
1001853.0,1000003.0,373.3849333333333,3244.0,1047.0,100.0,8
1001663.0,1000011.0,530.2621,5568.000000000001,1707.0,63.68958389376119,14
1000453.0,1000029.0,349.63098333333335,3319.0,896.0,65.32737968706859,17
1001386.0,1000026.0,104.0051,490.0,167.00000000000003,50.374566925656936,13
1001725.0,1000015.0,391.7935,3252.0,831.9999999999999,59.84930518138087,14
1000174.0,1000029.0,237.50476666666665,2036.0,540.0,48.83797820816135,14
1000120.0,1000021.0,9.0,56.0,16.0,87.48,13
1001570.0,1000004.0,171.2269,1765.0,455.0,57.60810910684348,14
1001002.0,1000001.0,163.46431666666666,1682.0,455.0,53.145009695764486,11
1000310.0,1000017.0,159.56503333333333,811.0,229.0,22.61834162511674,15
1001761.0,1000024.0,556.9003666666666,4771.0,1447.9999999999998,45.61606766990928,14
1000839.0,1000026.0,85.31291666666667,337.00000000000006,97.0,38.197185511694485,11
1000891.0,1000022.0,114.0,1388.0,419.99999999999994,50.0,16
1001316.0,1000026.0,400.5976333333333,2169.0,664.0,70.52529636612654,15
1001019.0,1000000.0,359.6908,3437.0000000000005,1042.0,55.184730120397376,12
1000782.0,1000005.0,89.61038333333333,589.0,222.0,70.53266182365493,10
1001311.0,1000020.0,178.74948333333333,687.0000000000002,217.0,61.05697093428414,13
1001029.0,1000019.0,138.50765,932.0000000000001,252.0,48.99056436016237,10
1001556.0,1000023.0,56.90133333333333,797.0,191.0,15.82311202760919,12
1000227.0,1000022.0,45.0,161.0,64.00000000000001,36.38165925925926,10
1001492.0,1000006.0,24.0,270.0,122.0,50.0,14
1001103.0,1000012.0,821.4301333333333,7829.999999999999,2181.000000000001,74.78025420628221,16
1000152.0,1000016.0,88.58798333333333,1165.0000000000002,311.0,69.06477274020597,15
1001804.0,1000012.0,120.91661666666667,503.00000000000006,151.0,33.195026996362536,9
1001676.0,1000030.0,228.75435,1286.0,416.99999999999994,95.8465729053498,16
1000036.0,1000014.0,194.23795,1900.0000000000005,535.0,29.3022860949118,14
1001652.0,1000019.0,386.0832,3299.0,967.0000000000001,70.94575256843376,16
1001012.0,1000023.0,689.4272,8097.999999999999,2239.0,75.52640419514974,9
1000365.0,1000002.0,69.0,408.0,113.0,40.0,13
1000652.0,1000021.0,159.60541666666666,1401.0,417.99999999999994,44.154215970641786,14
1000596.0,1000023.0,65.17348333333334,377.00000000000006,113.0,30.633291876120065,10
1000777.0,1000030.0,196.87666666666667,1590.0,429.00000000000006,39.95706673182576,13
1001418.0,1000007.0,81.0,445.00000000000006,153.0,100.0,16
1001085.0,1000025.0,202.87908333333334,2464.0,651.0,62.417183989023215,10
1000460.0,1000025.0,114.11081666666666,694.0,190.0,83.10310519432001,12
1000865.0,1000002.0,196.41378333333333,1109.0,333.0,83.49270576773566,10
1000887.0,1000018.0,204.26106666666666,2407.0000000000005,736.0,70.22348880398532,14
1000234.0,1000010.0,156.79861666666667,695.0,221.99999999999997,73.68981632653062,9
1000375.0,1000005.0,123.0,1374.0,342.0,33.333333333333336,16
1000680.0,1000008.0,112.04815,845.0,256.00000000000006,17.643271798098485,13
1001679.0,1000020.0,537.5834666666667,4321.0,1261.0,68.19918979301936,14
1001204.0,1000010.0,397.541,2990.0,910.0,56.85570755389178,16
1000762.0,1000013.0,842.4845166666667,7833.999999999998,2222.0,70.56748755069049,17
1000498.0,1000023.0,284.4877833333333,2885.9999999999995,830.9999999999999,27.97500073814774,14
1001676.0,1000027.0,171.19123333333334,1702.0,458.0,30.96865318625632,8
1000195.0,1000003.0,276.0,2470.9999999999995,746.0,95.70523545787232,16
1000583.0,1000017.0,663.6252666666667,6316.0,1782.0,79.5953420358455,11
1001435.0,1000001.0,276.50455,2090.0,646.0000000000001,58.36973328191184,16
1000407.0,1000015.0,174.0,994.0,312.0,39.00191152263376,11
1000170.0,1000022.0,330.4299,3432.0,1001.0,70.16520089422208,15
1000212.0,1000027.0,482.22435,5958.0,1578.0,85.17926374040843,14
1001383.0,1000018.0,424.23445,5196.999999999999,1359.0,63.64218675586764,14
1001211.0,1000030.0,819.7885166666666,9750.999999999998,2793.0,67.94809108829102,15
1000621.0,1000007.0,259.7375166666667,2226.0000000000005,609.0000000000001,38.301717411817485,14
1001388.0,1000023.0,611.3410833333334,6775.000000000001,1963.0000000000007,62.3277069478738,12
1000757.0,1000013.0,675.0625333333334,6247.0,1791.0000000000002,70.6170251516537,15
1001780.0,1000011.0,197.42305,1065.9999999999998,302.0,77.88069756864171,14
1000980.0,1000016.0,309.83393333333333,3548.0000000000005,940.9999999999999,56.41062730907839,16
1001985.0,1000000.0,626.3068333333333,5613.0,1731.9999999999998,94.9696887214644,14
1001863.0,1000023.0,192.57601666666667,1416.0,444.0,36.10108952027401,14
1000395.0,1000005.0,182.00458333333333,1163.0,270.0,74.62997378107853,7
1001969.0,1000000.0,572.71325,5457.000000000001,1666.0,100.0,13
1000169.0,1000021.0,107.3852,393.0,134.0,71.87407201646091,11
1000801.0,1000008.0,316.5106,2377.0,686.0000000000001,86.79955805914432,13
1000293.0,1000002.0,125.87953333333333,439.0,158.0,32.6752376623338,12
1001746.0,1000023.0,79.63091666666666,464.0,205.0,41.49710609149947,10
1001209.0,1000020.0,381.2773,1944.0000000000002,605.0000000000001,64.69461767644866,12
1001064.0,1000015.0,219.0,2412.0,657.0,97.85668367346938,11
1001968.0,1000008.0,92.3758,609.0,156.0,77.93241238647134,12
1000981.0,1000006.0,134.58761666666666,1246.0,339.0,62.11104175668724,6
1000079.0,1000029.0,313.83633333333336,3480.000000000001,1066.0,57.84681766790915,8
1001941.0,1000005.0,145.86846666666668,2048.0,550.0,65.87864901727404,9
1000944.0,1000021.0,36.0,144.0,46.0,36.251592592592594,11
1000235.0,1000014.0,533.1299,4622.0,1226.0000000000002,77.36327532398148,11
1000482.0,1000005.0,130.79488333333333,1278.0,405.0,47.35202613866969,13
1001819.0,1000023.0,80.87405,687.0,185.99999999999997,25.15730027548209,10
1001251.0,1000012.0,568.8454333333333,4068.9999999999995,1261.0,40.351214127743546,12
1000098.0,1000009.0,294.55383333333333,2051.0,588.0,82.07855239082352,11
1000146.0,1000001.0,315.90936666666664,3801.0000000000005,968.9999999999999,62.51479531747642,15
1000264.0,1000021.0,338.82028333333335,2991.0000000000005,827.9999999999999,91.90984439178284,16
1001528.0,1000007.0,142.95576666666668,1232.0,327.0,64.02737863247863,14
1000854.0,1000015.0,94.53006666666667,1156.0000000000002,284.00000000000006,52.89212216097764,9
1001507.0,1000003.0,402.8785,2618.0,739.0,57.07515122997067,12
1001179.0,1000018.0,257.01535,2281.0,789.0,24.379096255970328,13
1000222.0,1000013.0,130.34678333333332,1029.0,264.99999999999994,14.754099853989208,12
1000691.0,1000025.0,35.77695,164.99999999999997,42.0,33.927546160942576,8
1000635.0,1000011.0,447.1355,3205.9999999999995,1044.0,49.74965684571603,11
1000741.0,1000028.0,742.0901166666666,8598.0,2442.0000000000005,100.0,16
1000739.0,1000029.0,872.1625333333334,8275.000000000002,2336.0,89.10947297292954,16
1001658.0,1000016.0,223.97343333333333,2179.0,660.0,95.30116326530612,8
1001683.0,1000030.0,431.6761833333333,3028.9999999999995,929.9999999999999,48.69593070600128,15
1001121.0,1000021.0,10.0601,33.0,16.0,7.285915530960648,6
1001120.0,1000004.0,187.6347,1461.0,378.0,54.16108852148148,12
1001400.0,1000024.0,207.42898333333332,1557.9999999999998,454.0,34.14086981393748,12
1000560.0,1000025.0,523.9959166666666,5857.999999999999,1618.0,90.76185850375708,13
1000041.0,1000003.0,40.44788333333333,210.99999999999997,62.99999999999999,33.35623698741225,8
1001130.0,1000017.0,557.7283833333333,5528.0,1626.0,50.10970619807084,13
1000275.0,1000019.0,120.4448,1568.0,419.0,38.48655043018288,12
1001052.0,1000010.0,163.9333,1625.0,464.00000000000006,11.496409433593753,16
1001639.0,1000020.0,867.34595,7807.0,2136.9999999999995,40.24095796309237,15
1001142.0,1000012.0,39.0,327.0,80.0,25.0,14
1001043.0,1000005.0,224.29111666666665,2345.9999999999995,623.0,75.83012446360885,9
1000496.0,1000013.0,388.9834833333333,5160.0,1373.9999999999998,53.08168908825508,14
1000455.0,1000004.0,481.83213333333333,5696.0,1778.9999999999998,100.0,9
1001942.0,1000026.0,855.9651666666666,8139.999999999999,2218.0,35.64877628128469,16
1001943.0,1000012.0,109.45295,431.0,115.0,26.091953938081613,9
1000753.0,1000006.0,543.9483666666666,4378.999999999999,1201.0,44.41798103045267,15
1000342.0,1000024.0,121.74476666666666,1201.0,355.0,62.11269804526749,15
1001194.0,1000000.0,902.9504666666667,8281.999999999998,2321.0,82.91464329218107,16
1000301.0,1000014.0,70.09158333333333,440.0,131.0,27.040292369459053,13
1001586.0,1000000.0,109.43043333333334,764.0000000000001,260.0,25.600016340822563,12
1000138.0,1000003.0,28.718016666666667,162.0,58.0,9.67504392527057,9
1001638.0,1000017.0,189.70546666666667,1943.9999999999998,554.0,41.523118540145546,7
1001338.0,1000022.0,51.000566666666664,306.99999999999994,87.0,53.15097347538663,9
1001797.0,1000025.0,372.0,2945.0,858.0000000000001,85.6652274003135,16
1001671.0,1000006.0,353.8677833333333,3440.0,1006.0,90.5485275888133,17
1001488.0,1000027.0,508.70325,3777.0,1112.0,35.970902725645246,15
1000715.0,1000020.0,1229.8715166666666,11565.0,3153.0,69.2296962769556,14
1001145.0,1000010.0,91.72528333333334,771.0,226.0,52.01582170605524,12
1000845.0,1000027.0,351.65301666666664,2571.0,745.0,58.25818063959421,9
1000871.0,1000026.0,471.16356666666667,4546.999999999999,1257.0,84.97676679012345,13
1001171.0,1000002.0,1.7957166666666666,10.999999999999998,2.0,0.3200782828282828,8
1001364.0,1000014.0,418.63958333333335,4024.0,1171.0,60.57595213106096,8
1000974.0,1000024.0,25.791533333333334,115.99999999999999,37.0,25.913659175170068,9
1001018.0,1000019.0,316.8016333333333,3207.0,850.9999999999998,65.33838321894262,16
1001997.0,1000029.0,291.55361666666664,2108.9999999999995,623.9999999999999,35.78642527556322,13
1000188.0,1000011.0,156.0,1452.0,393.0,50.0,14
1001714.0,1000015.0,24.0,85.0,25.0,75.99495918367347,11
1000599.0,1000017.0,208.95813333333334,2769.0,771.0,29.1244227586289,15
1001615.0,1000000.0,85.9425,594.0,148.0,10.859085932381667,11
1001100.0,1000013.0,57.0,280.0,100.0,36.23983918367347,14
1000451.0,1000008.0,102.13795,857.0000000000001,241.0000000000001,53.05838589271844,10
1001822.0,1000025.0,56.29861666666667,342.0,112.00000000000003,51.299288230452674,12
1000357.0,1000014.0,566.2225166666667,5005.0,1372.0000000000005,55.08538556621657,16
1001670.0,1000013.0,43.76365,243.0,65.0,45.607037926306965,9
1000804.0,1000020.0,335.60366666666664,2257.9999999999995,685.9999999999999,36.34005798216721,13
1000551.0,1000003.0,110.6927,483.0,122.0,51.77429197080761,15
1000704.0,1000018.0,189.62543333333332,843.9999999999999,250.99999999999997,44.19632952778809,13
1000357.0,1000012.0,84.0,1077.0,297.0,25.0,16
1001438.0,1000001.0,62.738933333333335,308.00000000000006,108.00000000000001,34.65868361111111,11
1000872.0,1000002.0,498.0,3414.0,999.0,91.30483849240886,16
1001559.0,1000005.0,147.2632,1369.0000000000002,395.0,22.445879924126928,10
1000944.0,1000027.0,751.1417666666666,9108.0,2479.9999999999995,91.36076507984828,13
1001408.0,1000009.0,483.6868,5552.0,1601.0,99.40068975069254,7
1001254.0,1000021.0,35.53371666666666,153.99999999999997,40.99999999999999,50.844253968253966,9
1001194.0,1000002.0,207.37071666666668,2422.0000000000005,741.0000000000001,63.86838814883481,14
1001334.0,1000014.0,164.02861666666666,1032.0,272.0,18.553612567357643,14
1000353.0,1000017.0,282.9291,3058.000000000001,861.0,34.40107510362958,14
1001878.0,1000025.0,226.67693333333332,3025.9999999999995,747.0,72.65014425008098,16
1001136.0,1000009.0,731.71155,7457.0,2213.0,80.24531400480211,14
1001008.0,1000010.0,543.0,4880.0,1281.0000000000002,91.853849565615,16
1000319.0,1000009.0,117.74896666666666,1019.0,308.0,55.52332902509705,12
1000853.0,1000016.0,51.0,319.0,96.99999999999996,50.0,12
1001872.0,1000028.0,132.0,1321.0,366.0,47.76491897506926,13
1001761.0,1000006.0,96.65691666666666,1489.0,339.99999999999994,75.02716203914429,12
1001778.0,1000012.0,263.5847,1262.0,394.00000000000006,39.77572977838423,12
1000923.0,1000018.0,398.9066666666667,4422.000000000001,1446.9999999999998,75.0,11
1000193.0,1000024.0,411.49533333333335,3265.0000000000005,1000.0000000000001,69.94097676266054,12
1001727.0,1000029.0,15.0,80.0,26.0,47.678125,14
1000663.0,1000017.0,191.00401666666667,1037.0,292.0,36.05459871557007,13
1001580.0,1000011.0,647.8898166666667,5511.0,1598.0,94.04499885688156,12
1000129.0,1000011.0,180.75048333333334,1247.0,319.00000000000006,70.87787915642542,14
1001871.0,1000024.0,446.59521666666666,2411.0,669.0,78.58072290129037,13
1000203.0,1000002.0,353.74266666666665,3214.0000000000005,804.0,47.76511631372298,7
1001082.0,1000005.0,308.2665666666667,3300.0000000000005,871.0,66.60654746463123,15
1001064.0,1000022.0,237.54588333333334,2200.0,706.0,71.03915607508807,15
1001572.0,1000022.0,67.44553333333333,552.0,197.0,18.12528507459541,11
1000884.0,1000013.0,317.26118333333335,3091.0,869.0000000000001,59.33023637315232,12
1001852.0,1000029.0,485.19581666666664,3901.0,1114.0,76.52566493659192,15
1001735.0,1000023.0,12.0,45.0,8.0,24.085666666666672,13
1000925.0,1000012.0,91.13226666666667,880.0,242.0,14.064666590277676,11
1001828.0,1000015.0,529.1249166666666,5624.0,1658.0,94.1437331165906,17
1001140.0,1000007.0,414.94245,3867.0,1147.0,44.208022808102776,15
1000885.0,1000010.0,126.85353333333333,732.0,226.99999999999997,100.0,10
1000411.0,1000001.0,117.84556666666667,568.0,148.0,53.75198745438112,13
1001547.0,1000028.0,789.7010333333334,8076.0,2368.0000000000005,78.51715205902778,9
1000587.0,1000006.0,173.4828,1749.0,520.9999999999999,61.36439787609168,17
1001749.0,1000024.0,149.51008333333334,1307.0,322.00000000000006,19.04302173778676,13
1000248.0,1000013.0,517.6459333333333,5236.0,1590.0,64.16906275788273,14
1001304.0,1000000.0,524.92105,6056.999999999999,1795.0000000000002,75.47996239267417,10
1001913.0,1000028.0,36.53873333333333,219.0,71.0,36.62246720621484,9
1000364.0,1000026.0,91.36216666666667,529.0,142.0,46.9829632754713,9
1001173.0,1000001.0,557.9341333333333,6398.0,1792.9999999999998,77.90027593488036,16
1000181.0,1000008.0,428.06935,2681.0,777.0,74.3141374541102,8
1001586.0,1000025.0,317.26715,2954.0,839.0000000000003,31.807056224936986,15
1000247.0,1000013.0,158.02015,641.0000000000001,197.0,51.714477703388056,14
1000754.0,1000000.0,401.3154666666667,4766.0,1508.0000000000002,69.99493695954583,15
1000295.0,1000019.0,349.0339333333333,4276.0,1190.0,57.93755328199614,17
1001266.0,1000007.0,338.3978333333333,3480.0,1074.0,79.15707662803759,9
1000336.0,1000000.0,559.9328333333333,5560.999999999999,1601.0,55.25928902145551,14
1001053.0,1000022.0,40.42628333333333,335.99999999999994,123.99999999999999,16.24476649627058,11
1000156.0,1000013.0,160.36751666666666,1765.9999999999998,560.0,54.39916381975421,13
1001879.0,1000004.0,75.0,404.0,135.99999999999997,100.0,9
1001816.0,1000010.0,227.21133333333333,1716.0,431.0,36.59404462067453,9
1000288.0,1000013.0,147.0,1464.0,405.0,20.0,15
1001822.0,1000022.0,126.20543333333333,971.0,246.99999999999997,43.27568280340149,12
1001146.0,1000028.0,245.74551666666667,1059.0,314.0,30.02880551768987,14
1001812.0,1000024.0,197.4684,2108.0,601.0,58.409074159159246,14
1001364.0,1000011.0,73.10626666666667,540.0,102.00000000000001,44.42336906387498,11
1001846.0,1000001.0,893.51975,8266.0,2368.0,57.732967673979545,15
1001829.0,1000026.0,187.13186666666667,2235.0,590.0,33.87830238656009,13
1001880.0,1000006.0,141.58125,1521.0,459.00000000000006,58.32995638921875,7
1001121.0,1000030.0,272.43105,3316.0,962.9999999999999,44.424355949568,16
1000285.0,1000024.0,369.15268333333336,3919.0000000000005,1056.0000000000002,51.97980981592569,15
1001864.0,1000005.0,323.93716666666666,2863.0,750.0,75.33107105264197,14
1001110.0,1000024.0,316.79606666666666,2058.0,585.0,86.00407780612245,15
1001674.0,1000020.0,506.8724833333333,5172.0,1578.0,85.37858630648688,8
1001399.0,1000007.0,274.567,2498.0,681.0000000000001,61.865700621150864,14
1000966.0,1000023.0,8.24015,32.0,14.0,14.834777366255144,8
1001275.0,1000009.0,99.0,492.0,135.0,87.13454043839758,15
1000181.0,1000010.0,153.19166666666666,868.0,244.0,64.92190259487882,9
1000464.0,1000023.0,132.62715,824.0,206.0,59.28644050647497,13
1000040.0,1000010.0,314.7266833333333,3786.0,1157.0,28.23072090339324,10
1000596.0,1000027.0,303.4462,3319.0,973.0000000000001,37.61543087981397,13
1001637.0,1000024.0,356.9021833333333,3128.0,785.0,13.7239076347778,14
1001383.0,1000008.0,420.6679833333333,4310.999999999999,1227.0,63.97882076377056,14
1000641.0,1000029.0,422.6342833333333,4407.0,1094.0,41.00971210528128,9
1001536.0,1000017.0,158.89265,1780.0,571.0000000000001,45.855204788424444,15
1001631.0,1000025.0,599.7881833333333,5177.999999999999,1610.0,81.26978128396819,15
1001028.0,1000000.0,447.0,5013.0,1505.0000000000005,66.66666666666667,17
1001698.0,1000027.0,165.79058333333333,908.0,260.0,57.95629311925994,15
1000453.0,1000000.0,222.84971666666667,1713.0,495.0,29.93463643914101,14
1000421.0,1000015.0,147.57555,1309.0,379.99999999999994,51.44606318375386,13
1001496.0,1000001.0,701.06685,4963.000000000001,1463.0000000000002,60.85048414142132,13
1001801.0,1000004.0,42.800783333333335,291.0,76.00000000000001,39.84967538734452,11
1001974.0,1000025.0,164.77655,793.0,228.0,26.517960688548104,11
1000584.0,1000005.0,336.80066666666664,2528.0,860.9999999999999,66.47721259610194,16
1001952.0,1000015.0,69.0,399.0,121.0,50.0,13
1001225.0,1000003.0,120.0,1278.0,419.0,70.84535185185186,16
1001957.0,1000026.0,274.06241666666665,1484.9999999999998,422.0,75.46624755746626,11
1000589.0,1000015.0,215.25803333333334,2082.0,609.0,79.71419910265206,13
1001903.0,1000005.0,86.84806666666667,538.0,153.0,34.651014226714175,13
1000223.0,1000012.0,151.44125,725.0,243.0,68.13883591221732,12
1001691.0,1000026.0,1050.7349333333334,9550.0,2650.0000000000005,57.67274479618935,10
1000932.0,1000004.0,125.8884,1452.0,397.0,51.64799001594864,12
1001415.0,1000022.0,11.3625,31.0,16.000000000000004,10.878207725947524,9
1001432.0,1000011.0,728.8389333333333,6964.000000000001,2024.0,47.86536173935035,15
1000745.0,1000016.0,350.12628333333333,3145.0,899.0000000000001,38.42792252644528,17
1001315.0,1000001.0,477.2943666666667,4491.000000000001,1306.0000000000002,75.0,16
1000192.0,1000029.0,130.92578333333333,1349.0,349.0,72.88692592592592,10
1001623.0,1000025.0,240.46851666666666,2599.0,745.9999999999999,83.46969507167647,8
1000109.0,1000024.0,120.49036666666667,675.0000000000001,195.00000000000003,43.966249373982976,13
1001993.0,1000007.0,22.171766666666667,127.0,39.0,35.87147381289438,10
1000493.0,1000002.0,243.83538333333334,1412.0000000000002,428.00000000000006,72.27941829799326,12
1000863.0,1000007.0,762.9159166666667,7455.000000000001,2041.0000000000007,60.42132677513112,15
1001519.0,1000001.0,354.28886666666665,2912.0,907.0,54.16011273970114,15
1000368.0,1000030.0,237.7185,1041.0,307.0,64.70160364173056,11
